news_id,supplier_id,title,severity,impact_score,date,month
EVT_SUP000092_16,SUP000092,Regional Port Congestion delays near operations hub,MEDIUM,10,2022-04-09,Month_16
EVT_SUP000092_44,SUP000092,Regional Port Congestion delays near operations hub,MEDIUM,10,2024-08-22,Month_44
EVT_SUP000092_47,SUP000092,Raw Material Supply Bottlenecks near operations hub,HIGH,18,2024-11-19,Month_47
EVT_SUP000093_14,SUP000093,Factory Fire Incidents near operations hub,CRITICAL,30,2022-02-17,Month_14
EVT_SUP000095_05,SUP000095,Monsoon Flood Logistics Interruption near operations hub,HIGH,25,2021-05-09,Month_05
EVT_SUP000095_07,SUP000095,IT Operations Cyber Security Incident near operations hub,HIGH,20,2021-07-17,Month_07
EVT_SUP000095_08,SUP000095,Regional Port Congestion delays near operations hub,MEDIUM,10,2021-08-12,Month_08
EVT_SUP000095_17,SUP000095,Local Power Grid Failures near operations hub,MEDIUM,12,2022-05-18,Month_17
EVT_SUP000095_21,SUP000095,Regional Port Congestion delays near operations hub,MEDIUM,10,2022-09-14,Month_21
EVT_SUP000095_22,SUP000095,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2022-10-20,Month_22
EVT_SUP000095_35,SUP000095,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2023-11-20,Month_35
EVT_SUP000095_56,SUP000095,Monsoon Flood Logistics Interruption near operations hub,HIGH,25,2025-08-15,Month_56
EVT_SUP000095_58,SUP000095,Factory Fire Incidents near operations hub,CRITICAL,30,2025-10-15,Month_58
EVT_SUP000096_27,SUP000096,Raw Material Supply Bottlenecks near operations hub,HIGH,18,2023-03-18,Month_27
EVT_SUP000097_10,SUP000097,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2021-10-07,Month_10
EVT_SUP000097_18,SUP000097,Monsoon Flood Logistics Interruption near operations hub,HIGH,25,2022-06-10,Month_18
EVT_SUP000097_23,SUP000097,Raw Material Supply Bottlenecks near operations hub,HIGH,18,2022-11-20,Month_23
EVT_SUP000097_26,SUP000097,Local Power Grid Failures near operations hub,MEDIUM,12,2023-02-13,Month_26
EVT_SUP000097_32,SUP000097,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2023-08-23,Month_32
EVT_SUP000097_45,SUP000097,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2024-09-08,Month_45
EVT_SUP000098_05,SUP000098,Monsoon Flood Logistics Interruption near operations hub,HIGH,25,2021-05-15,Month_05
EVT_SUP000098_10,SUP000098,Regional Port Congestion delays near operations hub,MEDIUM,10,2021-10-12,Month_10
EVT_SUP000098_23,SUP000098,Factory Fire Incidents near operations hub,CRITICAL,30,2022-11-13,Month_23
EVT_SUP000098_27,SUP000098,Labor Union Strike near operations hub,HIGH,20,2023-03-22,Month_27
EVT_SUP000098_30,SUP000098,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2023-06-16,Month_30
EVT_SUP000098_45,SUP000098,Monsoon Flood Logistics Interruption near operations hub,HIGH,25,2024-09-15,Month_45
EVT_SUP000098_46,SUP000098,Factory Fire Incidents near operations hub,CRITICAL,30,2024-10-07,Month_46
EVT_SUP000098_57,SUP000098,Labor Union Strike near operations hub,HIGH,20,2025-09-21,Month_57
EVT_SUP000099_10,SUP000099,Raw Material Supply Bottlenecks near operations hub,HIGH,18,2021-10-10,Month_10
EVT_SUP000100_20,SUP000100,Regional Port Congestion delays near operations hub,MEDIUM,10,2022-08-21,Month_20
EVT_SUP000100_42,SUP000100,Labor Union Strike near operations hub,HIGH,20,2024-06-23,Month_42
EVT_SUP000100_46,SUP000100,Raw Material Supply Bottlenecks near operations hub,HIGH,18,2024-10-06,Month_46
EVT_SUP000101_50,SUP000101,IT Operations Cyber Security Incident near operations hub,HIGH,20,2025-02-15,Month_50
EVT_SUP000102_54,SUP000102,IT Operations Cyber Security Incident near operations hub,HIGH,20,2025-06-21,Month_54
EVT_SUP000105_17,SUP000105,Regional Port Congestion delays near operations hub,MEDIUM,10,2022-05-17,Month_17
EVT_SUP000105_39,SUP000105,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2024-03-21,Month_39
EVT_SUP000105_49,SUP000105,IT Operations Cyber Security Incident near operations hub,HIGH,20,2025-01-05,Month_49
EVT_SUP000105_53,SUP000105,Local Power Grid Failures near operations hub,MEDIUM,12,2025-05-23,Month_53
EVT_SUP000108_02,SUP000108,IT Operations Cyber Security Incident near operations hub,HIGH,20,2021-02-13,Month_02
EVT_SUP000108_52,SUP000108,Monsoon Flood Logistics Interruption near operations hub,HIGH,25,2025-04-08,Month_52
EVT_SUP000109_23,SUP000109,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2022-11-22,Month_23
EVT_SUP000110_07,SUP000110,Raw Material Supply Bottlenecks near operations hub,HIGH,18,2021-07-21,Month_07
EVT_SUP000110_08,SUP000110,Monsoon Flood Logistics Interruption near operations hub,HIGH,25,2021-08-24,Month_08
EVT_SUP000110_14,SUP000110,Regional Port Congestion delays near operations hub,MEDIUM,10,2022-02-25,Month_14
EVT_SUP000110_19,SUP000110,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2022-07-22,Month_19
EVT_SUP000110_58,SUP000110,Factory Fire Incidents near operations hub,CRITICAL,30,2025-10-18,Month_58
EVT_SUP000112_08,SUP000112,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2021-08-08,Month_08
EVT_SUP000112_26,SUP000112,Regional Port Congestion delays near operations hub,MEDIUM,10,2023-02-20,Month_26
EVT_SUP000112_51,SUP000112,Monsoon Flood Logistics Interruption near operations hub,HIGH,25,2025-03-08,Month_51
EVT_SUP000113_13,SUP000113,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2022-01-14,Month_13
EVT_SUP000113_17,SUP000113,Raw Material Supply Bottlenecks near operations hub,HIGH,18,2022-05-10,Month_17
EVT_SUP000113_39,SUP000113,Monsoon Flood Logistics Interruption near operations hub,HIGH,25,2024-03-20,Month_39
EVT_SUP000113_56,SUP000113,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2025-08-19,Month_56
EVT_SUP000114_15,SUP000114,Local Power Grid Failures near operations hub,MEDIUM,12,2022-03-15,Month_15
EVT_SUP000114_57,SUP000114,Factory Fire Incidents near operations hub,CRITICAL,30,2025-09-22,Month_57
EVT_SUP000115_28,SUP000115,Raw Material Supply Bottlenecks near operations hub,HIGH,18,2023-04-16,Month_28
EVT_SUP000116_04,SUP000116,Monsoon Flood Logistics Interruption near operations hub,HIGH,25,2021-04-13,Month_04
EVT_SUP000116_24,SUP000116,Factory Fire Incidents near operations hub,CRITICAL,30,2022-12-21,Month_24
EVT_SUP000116_28,SUP000116,Regional Port Congestion delays near operations hub,MEDIUM,10,2023-04-25,Month_28
EVT_SUP000116_30,SUP000116,Regional Port Congestion delays near operations hub,MEDIUM,10,2023-06-15,Month_30
EVT_SUP000117_24,SUP000117,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2022-12-05,Month_24
EVT_SUP000117_26,SUP000117,Regional Port Congestion delays near operations hub,MEDIUM,10,2023-02-08,Month_26
EVT_SUP000119_34,SUP000119,IT Operations Cyber Security Incident near operations hub,HIGH,20,2023-10-21,Month_34
EVT_SUP000120_38,SUP000120,Raw Material Supply Bottlenecks near operations hub,HIGH,18,2024-02-16,Month_38
EVT_SUP000120_45,SUP000120,Local Power Grid Failures near operations hub,MEDIUM,12,2024-09-14,Month_45
EVT_SUP000120_49,SUP000120,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2025-01-05,Month_49
EVT_SUP000121_08,SUP000121,Local Power Grid Failures near operations hub,MEDIUM,12,2021-08-09,Month_08
EVT_SUP000121_09,SUP000121,Factory Fire Incidents near operations hub,CRITICAL,30,2021-09-08,Month_09
EVT_SUP000121_10,SUP000121,IT Operations Cyber Security Incident near operations hub,HIGH,20,2021-10-25,Month_10
EVT_SUP000123_25,SUP000123,Factory Fire Incidents near operations hub,CRITICAL,30,2023-01-22,Month_25
EVT_SUP000123_41,SUP000123,Labor Union Strike near operations hub,HIGH,20,2024-05-12,Month_41
EVT_SUP000124_23,SUP000124,Monsoon Flood Logistics Interruption near operations hub,HIGH,25,2022-11-05,Month_23
EVT_SUP000124_38,SUP000124,Regional Port Congestion delays near operations hub,MEDIUM,10,2024-02-16,Month_38
EVT_SUP000124_46,SUP000124,Factory Fire Incidents near operations hub,CRITICAL,30,2024-10-18,Month_46
EVT_SUP000125_16,SUP000125,Monsoon Flood Logistics Interruption near operations hub,HIGH,25,2022-04-05,Month_16
EVT_SUP000125_25,SUP000125,IT Operations Cyber Security Incident near operations hub,HIGH,20,2023-01-24,Month_25
EVT_SUP000125_34,SUP000125,Labor Union Strike near operations hub,HIGH,20,2023-10-08,Month_34
EVT_SUP000125_59,SUP000125,Monsoon Flood Logistics Interruption near operations hub,HIGH,25,2025-11-17,Month_59
EVT_SUP000126_14,SUP000126,Raw Material Supply Bottlenecks near operations hub,HIGH,18,2022-02-05,Month_14
EVT_SUP000126_18,SUP000126,IT Operations Cyber Security Incident near operations hub,HIGH,20,2022-06-19,Month_18
EVT_SUP000126_43,SUP000126,Regional Port Congestion delays near operations hub,MEDIUM,10,2024-07-18,Month_43
EVT_SUP000126_53,SUP000126,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2025-05-17,Month_53
EVT_SUP000126_57,SUP000126,Regional Port Congestion delays near operations hub,MEDIUM,10,2025-09-12,Month_57
EVT_SUP000127_07,SUP000127,Factory Fire Incidents near operations hub,CRITICAL,30,2021-07-17,Month_07
EVT_SUP000127_14,SUP000127,Labor Union Strike near operations hub,HIGH,20,2022-02-11,Month_14
EVT_SUP000127_17,SUP000127,Factory Fire Incidents near operations hub,CRITICAL,30,2022-05-20,Month_17
EVT_SUP000127_40,SUP000127,Factory Fire Incidents near operations hub,CRITICAL,30,2024-04-17,Month_40
EVT_SUP000127_53,SUP000127,Local Power Grid Failures near operations hub,MEDIUM,12,2025-05-20,Month_53
EVT_SUP000127_56,SUP000127,Monsoon Flood Logistics Interruption near operations hub,HIGH,25,2025-08-19,Month_56
EVT_SUP000128_22,SUP000128,Factory Fire Incidents near operations hub,CRITICAL,30,2022-10-08,Month_22
EVT_SUP000128_46,SUP000128,IT Operations Cyber Security Incident near operations hub,HIGH,20,2024-10-14,Month_46
EVT_SUP000130_14,SUP000130,Monsoon Flood Logistics Interruption near operations hub,HIGH,25,2022-02-09,Month_14
EVT_SUP000130_20,SUP000130,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2022-08-18,Month_20
EVT_SUP000130_32,SUP000130,Labor Union Strike near operations hub,HIGH,20,2023-08-19,Month_32
EVT_SUP000130_33,SUP000130,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2023-09-17,Month_33
EVT_SUP000130_46,SUP000130,Monsoon Flood Logistics Interruption near operations hub,HIGH,25,2024-10-20,Month_46
EVT_SUP000131_06,SUP000131,Monsoon Flood Logistics Interruption near operations hub,HIGH,25,2021-06-14,Month_06
EVT_SUP000131_10,SUP000131,Local Power Grid Failures near operations hub,MEDIUM,12,2021-10-11,Month_10
EVT_SUP000131_16,SUP000131,Raw Material Supply Bottlenecks near operations hub,HIGH,18,2022-04-09,Month_16
EVT_SUP000131_29,SUP000131,Labor Union Strike near operations hub,HIGH,20,2023-05-11,Month_29
EVT_SUP000133_06,SUP000133,IT Operations Cyber Security Incident near operations hub,HIGH,20,2021-06-15,Month_06
EVT_SUP000133_08,SUP000133,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2021-08-06,Month_08
EVT_SUP000133_10,SUP000133,Monsoon Flood Logistics Interruption near operations hub,HIGH,25,2021-10-11,Month_10
EVT_SUP000133_11,SUP000133,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2021-11-18,Month_11
EVT_SUP000133_13,SUP000133,Factory Fire Incidents near operations hub,CRITICAL,30,2022-01-13,Month_13
EVT_SUP000133_16,SUP000133,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2022-04-24,Month_16
EVT_SUP000133_18,SUP000133,Regional Port Congestion delays near operations hub,MEDIUM,10,2022-06-19,Month_18
EVT_SUP000133_27,SUP000133,Local Power Grid Failures near operations hub,MEDIUM,12,2023-03-15,Month_27
EVT_SUP000133_38,SUP000133,Monsoon Flood Logistics Interruption near operations hub,HIGH,25,2024-02-11,Month_38
EVT_SUP000133_46,SUP000133,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2024-10-24,Month_46
EVT_SUP000133_50,SUP000133,IT Operations Cyber Security Incident near operations hub,HIGH,20,2025-02-06,Month_50
EVT_SUP000133_53,SUP000133,Factory Fire Incidents near operations hub,CRITICAL,30,2025-05-18,Month_53
EVT_SUP000133_56,SUP000133,Regional Port Congestion delays near operations hub,MEDIUM,10,2025-08-10,Month_56
EVT_SUP000133_57,SUP000133,Regional Port Congestion delays near operations hub,MEDIUM,10,2025-09-18,Month_57
EVT_SUP000133_58,SUP000133,Factory Fire Incidents near operations hub,CRITICAL,30,2025-10-24,Month_58
EVT_SUP000134_02,SUP000134,Factory Fire Incidents near operations hub,CRITICAL,30,2021-02-08,Month_02
EVT_SUP000134_03,SUP000134,Labor Union Strike near operations hub,HIGH,20,2021-03-05,Month_03
EVT_SUP000134_11,SUP000134,IT Operations Cyber Security Incident near operations hub,HIGH,20,2021-11-12,Month_11
EVT_SUP000134_12,SUP000134,Local Power Grid Failures near operations hub,MEDIUM,12,2021-12-17,Month_12
EVT_SUP000134_17,SUP000134,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2022-05-20,Month_17
EVT_SUP000134_19,SUP000134,Local Power Grid Failures near operations hub,MEDIUM,12,2022-07-16,Month_19
EVT_SUP000134_25,SUP000134,IT Operations Cyber Security Incident near operations hub,HIGH,20,2023-01-21,Month_25
EVT_SUP000134_26,SUP000134,Factory Fire Incidents near operations hub,CRITICAL,30,2023-02-12,Month_26
EVT_SUP000134_33,SUP000134,Regional Port Congestion delays near operations hub,MEDIUM,10,2023-09-11,Month_33
EVT_SUP000134_37,SUP000134,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2024-01-10,Month_37
EVT_SUP000134_40,SUP000134,Monsoon Flood Logistics Interruption near operations hub,HIGH,25,2024-04-19,Month_40
EVT_SUP000134_53,SUP000134,Local Power Grid Failures near operations hub,MEDIUM,12,2025-05-22,Month_53
EVT_SUP000134_57,SUP000134,Labor Union Strike near operations hub,HIGH,20,2025-09-10,Month_57
EVT_SUP000135_33,SUP000135,Regional Port Congestion delays near operations hub,MEDIUM,10,2023-09-23,Month_33
EVT_SUP000135_37,SUP000135,Labor Union Strike near operations hub,HIGH,20,2024-01-19,Month_37
EVT_SUP000136_17,SUP000136,Monsoon Flood Logistics Interruption near operations hub,HIGH,25,2022-05-20,Month_17
EVT_SUP000137_41,SUP000137,IT Operations Cyber Security Incident near operations hub,HIGH,20,2024-05-11,Month_41
EVT_SUP000137_60,SUP000137,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2025-12-23,Month_60
EVT_SUP000138_44,SUP000138,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2024-08-21,Month_44
EVT_SUP000139_07,SUP000139,IT Operations Cyber Security Incident near operations hub,HIGH,20,2021-07-14,Month_07
EVT_SUP000139_22,SUP000139,Regional Port Congestion delays near operations hub,MEDIUM,10,2022-10-20,Month_22
EVT_SUP000139_28,SUP000139,Regional Port Congestion delays near operations hub,MEDIUM,10,2023-04-20,Month_28
EVT_SUP000139_37,SUP000139,Raw Material Supply Bottlenecks near operations hub,HIGH,18,2024-01-23,Month_37
EVT_SUP000139_39,SUP000139,Raw Material Supply Bottlenecks near operations hub,HIGH,18,2024-03-08,Month_39
EVT_SUP000139_44,SUP000139,Factory Fire Incidents near operations hub,CRITICAL,30,2024-08-18,Month_44
EVT_SUP000139_45,SUP000139,IT Operations Cyber Security Incident near operations hub,HIGH,20,2024-09-10,Month_45
EVT_SUP000139_47,SUP000139,Labor Union Strike near operations hub,HIGH,20,2024-11-08,Month_47
EVT_SUP000139_52,SUP000139,Monsoon Flood Logistics Interruption near operations hub,HIGH,25,2025-04-14,Month_52
EVT_SUP000139_53,SUP000139,Factory Fire Incidents near operations hub,CRITICAL,30,2025-05-16,Month_53
EVT_SUP000140_15,SUP000140,Factory Fire Incidents near operations hub,CRITICAL,30,2022-03-15,Month_15
EVT_SUP000140_60,SUP000140,Factory Fire Incidents near operations hub,CRITICAL,30,2025-12-21,Month_60
EVT_SUP000141_10,SUP000141,Monsoon Flood Logistics Interruption near operations hub,HIGH,25,2021-10-16,Month_10
EVT_SUP000142_03,SUP000142,Factory Fire Incidents near operations hub,CRITICAL,30,2021-03-19,Month_03
EVT_SUP000142_16,SUP000142,Labor Union Strike near operations hub,HIGH,20,2022-04-07,Month_16
EVT_SUP000144_02,SUP000144,Raw Material Supply Bottlenecks near operations hub,HIGH,18,2021-02-23,Month_02
EVT_SUP000144_04,SUP000144,Local Power Grid Failures near operations hub,MEDIUM,12,2021-04-07,Month_04
EVT_SUP000144_05,SUP000144,Factory Fire Incidents near operations hub,CRITICAL,30,2021-05-23,Month_05
EVT_SUP000144_06,SUP000144,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2021-06-18,Month_06
EVT_SUP000144_09,SUP000144,Factory Fire Incidents near operations hub,CRITICAL,30,2021-09-06,Month_09
EVT_SUP000144_10,SUP000144,Labor Union Strike near operations hub,HIGH,20,2021-10-23,Month_10
EVT_SUP000144_13,SUP000144,Raw Material Supply Bottlenecks near operations hub,HIGH,18,2022-01-06,Month_13
EVT_SUP000144_21,SUP000144,IT Operations Cyber Security Incident near operations hub,HIGH,20,2022-09-11,Month_21
EVT_SUP000144_22,SUP000144,Labor Union Strike near operations hub,HIGH,20,2022-10-05,Month_22
EVT_SUP000144_23,SUP000144,Local Power Grid Failures near operations hub,MEDIUM,12,2022-11-24,Month_23
EVT_SUP000144_29,SUP000144,Monsoon Flood Logistics Interruption near operations hub,HIGH,25,2023-05-06,Month_29
EVT_SUP000144_30,SUP000144,Regional Port Congestion delays near operations hub,MEDIUM,10,2023-06-07,Month_30
EVT_SUP000144_43,SUP000144,Labor Union Strike near operations hub,HIGH,20,2024-07-25,Month_43
EVT_SUP000144_44,SUP000144,Labor Union Strike near operations hub,HIGH,20,2024-08-24,Month_44
EVT_SUP000144_46,SUP000144,Local Power Grid Failures near operations hub,MEDIUM,12,2024-10-05,Month_46
EVT_SUP000144_47,SUP000144,Regional Port Congestion delays near operations hub,MEDIUM,10,2024-11-09,Month_47
EVT_SUP000144_56,SUP000144,IT Operations Cyber Security Incident near operations hub,HIGH,20,2025-08-17,Month_56
EVT_SUP000146_24,SUP000146,Local Power Grid Failures near operations hub,MEDIUM,12,2022-12-22,Month_24
EVT_SUP000146_36,SUP000146,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2023-12-22,Month_36
EVT_SUP000147_04,SUP000147,Regional Port Congestion delays near operations hub,MEDIUM,10,2021-04-17,Month_04
EVT_SUP000148_25,SUP000148,Labor Union Strike near operations hub,HIGH,20,2023-01-17,Month_25
EVT_SUP000148_41,SUP000148,IT Operations Cyber Security Incident near operations hub,HIGH,20,2024-05-07,Month_41
EVT_SUP000148_49,SUP000148,Regional Port Congestion delays near operations hub,MEDIUM,10,2025-01-21,Month_49
EVT_SUP000148_54,SUP000148,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2025-06-19,Month_54
EVT_SUP000149_14,SUP000149,Regional Port Congestion delays near operations hub,MEDIUM,10,2022-02-11,Month_14
EVT_SUP000149_15,SUP000149,Factory Fire Incidents near operations hub,CRITICAL,30,2022-03-21,Month_15
EVT_SUP000149_19,SUP000149,Regional Port Congestion delays near operations hub,MEDIUM,10,2022-07-05,Month_19
EVT_SUP000149_24,SUP000149,Monsoon Flood Logistics Interruption near operations hub,HIGH,25,2022-12-08,Month_24
EVT_SUP000149_27,SUP000149,Local Power Grid Failures near operations hub,MEDIUM,12,2023-03-17,Month_27
EVT_SUP000149_43,SUP000149,Local Power Grid Failures near operations hub,MEDIUM,12,2024-07-17,Month_43
EVT_SUP000149_51,SUP000149,Monsoon Flood Logistics Interruption near operations hub,HIGH,25,2025-03-08,Month_51
EVT_SUP000150_60,SUP000150,Raw Material Supply Bottlenecks near operations hub,HIGH,18,2025-12-13,Month_60
EVT_SUP000151_08,SUP000151,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2021-08-12,Month_08
EVT_SUP000151_40,SUP000151,Local Power Grid Failures near operations hub,MEDIUM,12,2024-04-08,Month_40
EVT_SUP000152_22,SUP000152,IT Operations Cyber Security Incident near operations hub,HIGH,20,2022-10-23,Month_22
EVT_SUP000152_36,SUP000152,IT Operations Cyber Security Incident near operations hub,HIGH,20,2023-12-13,Month_36
EVT_SUP000152_37,SUP000152,IT Operations Cyber Security Incident near operations hub,HIGH,20,2024-01-09,Month_37
EVT_SUP000152_48,SUP000152,IT Operations Cyber Security Incident near operations hub,HIGH,20,2024-12-08,Month_48
EVT_SUP000154_02,SUP000154,Factory Fire Incidents near operations hub,CRITICAL,30,2021-02-22,Month_02
EVT_SUP000154_06,SUP000154,Factory Fire Incidents near operations hub,CRITICAL,30,2021-06-08,Month_06
EVT_SUP000154_09,SUP000154,Raw Material Supply Bottlenecks near operations hub,HIGH,18,2021-09-09,Month_09
EVT_SUP000154_13,SUP000154,Local Power Grid Failures near operations hub,MEDIUM,12,2022-01-14,Month_13
EVT_SUP000154_17,SUP000154,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2022-05-14,Month_17
EVT_SUP000154_21,SUP000154,Raw Material Supply Bottlenecks near operations hub,HIGH,18,2022-09-10,Month_21
EVT_SUP000154_25,SUP000154,Labor Union Strike near operations hub,HIGH,20,2023-01-23,Month_25
EVT_SUP000154_30,SUP000154,Raw Material Supply Bottlenecks near operations hub,HIGH,18,2023-06-08,Month_30
EVT_SUP000154_36,SUP000154,Raw Material Supply Bottlenecks near operations hub,HIGH,18,2023-12-05,Month_36
EVT_SUP000154_38,SUP000154,Factory Fire Incidents near operations hub,CRITICAL,30,2024-02-14,Month_38
EVT_SUP000154_42,SUP000154,Labor Union Strike near operations hub,HIGH,20,2024-06-22,Month_42
EVT_SUP000154_55,SUP000154,Raw Material Supply Bottlenecks near operations hub,HIGH,18,2025-07-12,Month_55
EVT_SUP000154_59,SUP000154,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2025-11-16,Month_59
EVT_SUP000155_16,SUP000155,Labor Union Strike near operations hub,HIGH,20,2022-04-10,Month_16
EVT_SUP000155_25,SUP000155,Local Power Grid Failures near operations hub,MEDIUM,12,2023-01-07,Month_25
EVT_SUP000155_28,SUP000155,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2023-04-17,Month_28
EVT_SUP000156_36,SUP000156,Local Power Grid Failures near operations hub,MEDIUM,12,2023-12-21,Month_36
EVT_SUP000157_44,SUP000157,Factory Fire Incidents near operations hub,CRITICAL,30,2024-08-22,Month_44
EVT_SUP000157_57,SUP000157,Monsoon Flood Logistics Interruption near operations hub,HIGH,25,2025-09-18,Month_57
EVT_SUP000158_18,SUP000158,Regional Port Congestion delays near operations hub,MEDIUM,10,2022-06-20,Month_18
EVT_SUP000158_30,SUP000158,Labor Union Strike near operations hub,HIGH,20,2023-06-22,Month_30
EVT_SUP000158_31,SUP000158,IT Operations Cyber Security Incident near operations hub,HIGH,20,2023-07-17,Month_31
EVT_SUP000158_33,SUP000158,Raw Material Supply Bottlenecks near operations hub,HIGH,18,2023-09-15,Month_33
EVT_SUP000158_50,SUP000158,Regional Port Congestion delays near operations hub,MEDIUM,10,2025-02-16,Month_50
EVT_SUP000159_06,SUP000159,Factory Fire Incidents near operations hub,CRITICAL,30,2021-06-20,Month_06
EVT_SUP000159_45,SUP000159,Regional Port Congestion delays near operations hub,MEDIUM,10,2024-09-22,Month_45
EVT_SUP000159_53,SUP000159,Monsoon Flood Logistics Interruption near operations hub,HIGH,25,2025-05-13,Month_53
EVT_SUP000160_04,SUP000160,Raw Material Supply Bottlenecks near operations hub,HIGH,18,2021-04-11,Month_04
EVT_SUP000160_05,SUP000160,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2021-05-22,Month_05
EVT_SUP000160_11,SUP000160,Local Power Grid Failures near operations hub,MEDIUM,12,2021-11-15,Month_11
EVT_SUP000160_33,SUP000160,Factory Fire Incidents near operations hub,CRITICAL,30,2023-09-20,Month_33
EVT_SUP000161_04,SUP000161,Raw Material Supply Bottlenecks near operations hub,HIGH,18,2021-04-20,Month_04
EVT_SUP000161_20,SUP000161,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2022-08-14,Month_20
EVT_SUP000162_11,SUP000162,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2021-11-06,Month_11
EVT_SUP000162_58,SUP000162,Labor Union Strike near operations hub,HIGH,20,2025-10-22,Month_58
EVT_SUP000165_56,SUP000165,IT Operations Cyber Security Incident near operations hub,HIGH,20,2025-08-17,Month_56
EVT_SUP000167_58,SUP000167,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2025-10-14,Month_58
EVT_SUP000168_48,SUP000168,Raw Material Supply Bottlenecks near operations hub,HIGH,18,2024-12-07,Month_48
EVT_SUP000170_08,SUP000170,Labor Union Strike near operations hub,HIGH,20,2021-08-22,Month_08
EVT_SUP000170_26,SUP000170,Monsoon Flood Logistics Interruption near operations hub,HIGH,25,2023-02-18,Month_26
EVT_SUP000170_59,SUP000170,Raw Material Supply Bottlenecks near operations hub,HIGH,18,2025-11-25,Month_59
EVT_SUP000172_19,SUP000172,Local Power Grid Failures near operations hub,MEDIUM,12,2022-07-21,Month_19
EVT_SUP000173_09,SUP000173,Regional Port Congestion delays near operations hub,MEDIUM,10,2021-09-06,Month_09
EVT_SUP000173_50,SUP000173,Local Power Grid Failures near operations hub,MEDIUM,12,2025-02-23,Month_50
EVT_SUP000173_53,SUP000173,IT Operations Cyber Security Incident near operations hub,HIGH,20,2025-05-20,Month_53
EVT_SUP000174_27,SUP000174,Regional Port Congestion delays near operations hub,MEDIUM,10,2023-03-14,Month_27
EVT_SUP000174_28,SUP000174,Factory Fire Incidents near operations hub,CRITICAL,30,2023-04-14,Month_28
EVT_SUP000174_32,SUP000174,Factory Fire Incidents near operations hub,CRITICAL,30,2023-08-10,Month_32
EVT_SUP000175_28,SUP000175,Regional Port Congestion delays near operations hub,MEDIUM,10,2023-04-23,Month_28
EVT_SUP000175_37,SUP000175,Regional Port Congestion delays near operations hub,MEDIUM,10,2024-01-09,Month_37
EVT_SUP000176_06,SUP000176,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2021-06-06,Month_06
EVT_SUP000176_47,SUP000176,Raw Material Supply Bottlenecks near operations hub,HIGH,18,2024-11-25,Month_47
EVT_SUP000178_12,SUP000178,IT Operations Cyber Security Incident near operations hub,HIGH,20,2021-12-13,Month_12
EVT_SUP000178_22,SUP000178,Raw Material Supply Bottlenecks near operations hub,HIGH,18,2022-10-06,Month_22
EVT_SUP000178_23,SUP000178,IT Operations Cyber Security Incident near operations hub,HIGH,20,2022-11-17,Month_23
EVT_SUP000178_37,SUP000178,Monsoon Flood Logistics Interruption near operations hub,HIGH,25,2024-01-13,Month_37
EVT_SUP000178_51,SUP000178,Local Power Grid Failures near operations hub,MEDIUM,12,2025-03-13,Month_51
EVT_SUP000178_56,SUP000178,Raw Material Supply Bottlenecks near operations hub,HIGH,18,2025-08-23,Month_56
EVT_SUP000178_57,SUP000178,IT Operations Cyber Security Incident near operations hub,HIGH,20,2025-09-16,Month_57
EVT_SUP000179_38,SUP000179,Regional Port Congestion delays near operations hub,MEDIUM,10,2024-02-16,Month_38
EVT_SUP000180_41,SUP000180,Regional Port Congestion delays near operations hub,MEDIUM,10,2024-05-06,Month_41
